CompoundID,InChIKey,SMILES,logS,logP,MW
C1819,RJURFGZVJUQBHK-IIXSONLDSA-N,O=C1N[C@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)CC(=O)N([C@H](C(=O)O[C@@H]([C@@H]1NC(=O)c1c2nc3c(ccc(c3oc2c(c(=O)c1N)C)C)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C(=O)[C@H]2N(C(=O)[C@H](NC1=O)C(C)C)CCC2)C)C)C(C)C)C,-8.874521256,2.3736,1255.42
C1820,BQUFQLHGCASYAP-BTKVJIOYSA-N,CCCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](C(C)C)C(C)C.[Cl-],-8.808018239,2.7099,419.043
C9,CSHWQDPOILHKBI-UHFFFAOYSA-N,c1cc2cccc3c2c(c1)c1cccc2c1c3ccc2,-8.8000002,5.7372,252.309
C1821,UWWYQKBJJBZVHJ-UHFFFAOYSA-N,C(=C\C=[N+]1CCCC1)/C=C/N1CCCC1.C(=C\C=[N+]1CCCC1)/C=C/N1CCCC1.OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.O.O.O.O,-8.778692543,7.986,871.069
C1822,BVWDWBBIQPIAHW-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.C/C(=C\C=C\N1CCCC1)/C=[N+]1CCCC1.C/C(=C\C=C\N1CCCC1)/C=[N+]1CCCC1.O.O,-8.774697648,8.8948,863.092
C1823,FCKJYANJHNLEEP-SRLFHJKTSA-N,O[C@H]1CCC(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CCC(C(O)(C)C)O)C)C)/C1,-8.731026256,5.7047,416.636
C1824,GMRQFYUYWCNGIN-NKMMMXOESA-N,O[C@H]1C[C@H](O)C(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CCCC(O)(C)C)C)C)/C1,-8.72489756,5.7047,416.636
C10,CTVRBEKNQHJPLX-UHFFFAOYSA-N,Clc1cc(Cl)c(c(c1)Cl)c1cc(Cl)cc(c1Cl)Cl,-8.71,7.274,360.878
C11,ICOAEPDGFWLUTI-UHFFFAOYSA-N,Clc1cc(Cl)cc(c1c1c(Cl)cc(cc1Cl)Cl)Cl,-8.71,7.274,360.878
C1825,XBZKJGBIPSQKAU-UHFFFAOYSA-N,Brc1ccc2c(c1)C(=O)c1c3c2ccc(c3ccc1)Br,-8.695689899,5.5762,388.053
C1826,GTWNJZNRBRCACB-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.CCN(CCCC(Nc1cc(OC)cc2c1NCCC2)C)CC,-8.688584265,8.5781,707.854
C1827,IPPMKVWUPMOGFL-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.CCN(CCCC(Nc1cc(OC)cc2c1nccc2)C)CC,-8.686103474,8.6302,703.823
C1828,BBMULGJBVDDDNI-OWKLGTHSSA-N,CC[C@@H](C(=O)[C@H]([C@H]([C@@H](CCc1ccc(c(c1C(=O)O)O)C)C)O)C)[C@H]1O[C@](C[C@@H]1C)(CC)[C@H]1CC[C@]([C@@H](O1)C)(O)CC,-8.679420524,5.8422,590.788
C12,LHRCREOYAASXPZ-UHFFFAOYSA-N,c1ccc2c(c1)c1cc3ccc4c(c3cc1cc2)cccc4,-8.6599998,6.2994,278.347
C1829,LEQYZWFWTZQBAZ-UHFFFAOYSA-N,Cc1cc(C)cc(c1CNCC1CCC(CC1)CNCc1c(C)cc(cc1C)C)C.Cl.Cl,-8.65966634,8.6086,479.568
C13,LKHLFUVHHXCNJH-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1c(Cl)ccc(c1Cl)Cl)Cl,-8.6499996,7.274,360.878
C14,FZFUUSROAHKTTF-UHFFFAOYSA-N,Clc1ccc(c(c1c1c(Cl)ccc(c1Cl)Cl)Cl)Cl,-8.6499996,7.274,360.878
C1830,BAYNABZLZVULMV-UHFFFAOYSA-N,Clc1ccccc1CNCCCCCCCCCCCNCc1ccccc1Cl.Cl.Cl,-8.638013709,9.7695,508.395
C1831,FCFNRCROJUBPLU-UYBNATROSA-N,C[C@@H]1OC(=O)C(NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@@H](OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC1=O)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,-8.624900759,4.3161,1111.32
C15,IFLREYGFSNHWGE-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)cc2c(c1)cccc2,-8.6000004,5.1462,228.288
C16,BQHCQAQLTCQFJZ-UHFFFAOYSA-N,Clc1cc(Cl)c(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,-8.6000004,7.274,360.878
C17,RVWLHPJFOKUPNM-UHFFFAOYSA-N,Clc1cccc(c1Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,-8.6000004,7.274,360.878
C18,YREQHYQNNWYQCJ-UHFFFAOYSA-N,CCOc1ccc(cc1)C(COCc1cccc(c1)Oc1ccccc1)(C)C,-8.6000004,6.372,376.488
C1832,NEQZNVCTZFSAIO-UHFFFAOYSA-N,OC(c1ccccc1)(c1cccc(n1)C(c1ccccc1)(Cc1ccccc1)O)Cc1ccccc1,-8.587213975,6.0388,471.589
C1833,MOFVSTNWEDAEEK-UHFFFAOYSA-M,[O-]S(=O)(=O)CCCCN1c2ccc3c(c2C(/C/1=C\C=C\C=C\C=C\C1=[N+](CCCCS(=O)(=O)[O-])c2c(C1(C)C)c1ccccc1cc2)(C)C)cccc3.[Na+],-8.580292169,10.5557,774.963
C19,MVWHGTYKUMDIHL-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1cc(Cl)c(cc1Cl)Cl)Cl,-8.5600004,7.274,360.878
C1834,IUUDHOBDQKMUFS-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)c1ccccc1)CCBr,-8.552550872,6.169,503.226
C1835,PXUVKPNONSFCNO-UHFFFAOYSA-N,N#CC(C(C)C)(Cc1cccc2c1cccc2)CC[NH+](CC=C(C)C)CC=C(C)C.[Cl-],-8.531957912,2.75968,439.076
C1836,HHQKNFDAEDTRJK-LIOWZGMGSA-N,CCC(=O)[C@H]([C@H]([C@@H](C[C@H]([C@H]1OC(=O)C[C@@]2(O)CC=C([C@H](O2)/C(=C/CCC[C@H](/C=C/[C@@H](C[C@H]1C)C)O[C@@H]1O[C@H](C)[C@H]([C@@H](C1)OC(=O)N)O)/C)C)C)C)O)C,-8.526746539,6.7444,749.971
C1837,MJNIWUJSIGSWKK-UHFFFAOYSA-N,CCCC(=O)OCC(C(C(Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)OC(=O)CCC)OC(=O)CCC)OC(=O)CCC,-8.51203745,3.7288,656.723
C1838,DTUFJJOVXZRLNG-UHFFFAOYSA-L,NC1CCCCCCC1.NC1CCCCCCC1.[Cl-].[Cl-].[Pt+2],-8.493659187,-0.4779,520.439
C20,HAXBIWFMXWRORI-UHFFFAOYSA-N,c1ccc2c(c1)cc1c(c2)c2c3c1cccc3ccc2,-8.4899998,5.6404,252.309
C1839,JVKYZPBMZPJNAJ-OQFNDJACSA-N,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3C[C@H]3[C@@H]2[C@H](C)[C@@H]2N3C[C@H](CC2)C)C)C1)C,-8.481563875,5.5929,397.636
C1840,HKYGTNQCXCKJAW-UHFFFAOYSA-L,CC[N+]1(CCCCCCCCCC[N+]2(CC)CCCCC2)CCCCC1.[Br-].[Br-],-8.470966841,0.074,526.475
C1841,ROPXFXOUUANXRR-YPKPFQOOSA-N,CCCCC(COC(=O)/C=C\C(=O)OCC(CCCC)CC)CC,-8.463936356,5.0618,340.497
C1842,AQJLRRRVSDFMAQ-UHFFFAOYSA-M,COc1cc(C[N+]2(CCCCC2)CCOCCC2CCC3CC2C3(C)C)c(cc1OC)Br.[Br-],-8.456581962,3.4088,589.443
C1843,SREQLAJQLXPNMC-DXYSAURFSA-N,COC(=O)/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C,-8.444499382,5.691,314.462
C1844,BXDAOUXDMHXPDI-UHFFFAOYSA-N,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F.Cl.Cl,-8.443570465,6.4904,480.417
C1845,HTFJZNJYLBRWHS-UHFFFAOYSA-N,Clc1cccc(c1CNCC1CCC(CC1)CNCc1c(Cl)cccc1Cl)Cl.Cl.Cl,-8.436839231,9.3718,533.189
C1846,WAGUALLVPHOILS-UHFFFAOYSA-N,Clc1ccc(cc1Cl)CNCC1CCC(CC1)CNCc1ccc(c(c1)Cl)Cl.Cl.Cl,-8.436839231,9.3718,533.189
C1847,ZAWVEQPFRDHWIY-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)CNCC1CCC(CC1)CNCc1ccc(cc1Cl)Cl.Cl.Cl,-8.436839231,9.3718,533.189
C21,VQQKIXKPMJTUMP-UHFFFAOYSA-N,Clc1cccc(c1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,-8.4200001,7.274,360.878
C1848,IVTJRTIQLPWTJP-BJFQDICYSA-N,CCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCC)CCCC.[Cl-],-8.414355099,2.323,405.016
C1849,MZXYOYJKGHWUEO-BJFQDICYSA-N,CCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCC)CCC.[Cl-],-8.414355099,2.323,405.016
C1850,PSICOFASYZDHQP-UHFFFAOYSA-N,C=CCN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)CC=C,-8.411013505,6.4372,404.492
C22,LXMQMMSGERCRSU-UHFFFAOYSA-N,FC(c1cccc(c1)C(n1cncn1)(c1ccccc1)c1ccccc1)(F)F,-8.3999996,5.1371,379.378
C23,OWZREIFADZCYQD-HBFSDRIKSA-N,N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H]1[C@H](C1(C)C)C=C(Br)Br,-8.3999996,6.49018,505.199
C24,DCAYPVUWAIABOU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC,-8.3999996,6.4876,226.441
C25,GLDOVTGHNKAZLK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCO,-8.3999996,6.2402,270.494
C1851,MDLAAYDRRZXJIF-UHFFFAOYSA-N,Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)(O)c1ccc(c(c1)C(F)(F)F)Cl,-8.385256623,7.4706,523.965
C1852,LAYLQVBQIBQVLL-UHFFFAOYSA-N,CCOC(=O)CCCCCCCCC(c1ccc(cc1)I)C,-8.376413208,6.0786,416.337
C1853,BTVYFIMKUHNOBZ-ODRIEIDWSA-N,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C2=O)c2C(=O)C=C(C(=O)c2c(c3C)O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]1C)OC(=O)C)C)O)C)O)C)/C,-8.374113388,3.9591,695.753
C1854,CNEOZRIZTKXNDU-UHFFFAOYSA-N,[O-]C(=O)C(=O)[O-].Clc1cccc(c1)C1(CC[NH+](CC1)C(CCC(=O)c1ccccc1)F)C(=O)[NH+]1CCCC1,-8.372515236,2.0451,547.015
C1855,GAOZTHIDHYLHMS-KEOBGNEYSA-N,CO[C@H]([C@@H]([C@H]1O[C@@]2(CC[C@@](O2)(C)[C@H]2CC[C@@](O2)(CC)[C@@H]2O[C@H](C[C@@H]2C)[C@H]2O[C@@](O)(CO)[C@@H](C[C@@H]2C)C)C[C@@H]([C@H]1C)O)C)[C@@H](C(=O)O)C,-8.349524225,4.2729,670.871
C1856,JYYFMIOPGOFNPK-AGRJPVHOSA-N,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,-8.334127951,6.139,306.483
C26,HMSWAIKSFDFLKN-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.3299999,10.3886,366.707
C1857,JFJZZMVDLULRGK-URLMMPGGSA-O,COc1cc2CCN([C@@H]3c2cc1Oc1cc(ccc1O)C[C@@H]1c2c(CC[N+]1(C)C)cc(c(c2Oc1ccc(C3)cc1)O)OC)C,-8.327264912,6.5977,609.731
C27,RPUMZMSNLZHIGZ-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1ccc(c(c1Cl)Cl)Cl)Cl,-8.3199997,7.274,360.878
C1858,PZHBZYPUUCYOIA-UHFFFAOYSA-N,CN(c1ccc2c(c1)cccc2)C(=S)Oc1ccc2c(c1)cccc2,-8.313139462,5.7931,343.441
C1859,IECPWNUMDGFDKC-MZJAQBGESA-N,CC(=O)O[C@H]1C[C@]2([C@H](/C/1=C(/C(=O)O)\CCC=C(C)C)C[C@H]([C@@H]1[C@]2(C)CC[C@@H]2[C@]1(C)CC[C@H]([C@H]2C)O)O)C,-8.302983458,5.6661,516.709
C28,TZMHVHLTPWKZCI-UHFFFAOYSA-N,Clc1c(Cl)cc(c(c1Cl)c1ccc(c(c1Cl)Cl)Cl)Cl,-8.3000002,7.9274,395.323
C1860,ZFFZCBQVQKRBHW-QREUMGABSA-N,CCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](C(C)C)C(C)C.[Cl-],-8.287333411,2.3198,405.016
C1861,PRVPQDZPPCTAMN-UHFFFAOYSA-N,Clc1ccc(nc1)OCCCCCNCCSSCCNCCCCCOc1ccc(cn1)Cl.Cl.Cl,-8.28220656,8.5282,620.526
C29,FTOVXSOBNPWTSH-UHFFFAOYSA-N,c1ccc2c(c1)c1cc3ccccc3c3c1c2ccc3,-8.2299995,5.6404,252.309
C1862,HQVZOORKDNCGCK-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)Cc1cc(ccc1O)C(CC(C)(C)C)(C)C,-8.224437629,7.0036,365.337
C1863,KBNIFDASRCWYGC-GXNXWABVSA-J,Cc1cc(ccc1N/N=C/1\C=Cc2c(C1=O)c(N)c(cc2S(=O)(=O)[O-])S(=O)(=O)[O-])c1ccc(c(c1)C)N/N=C/1\C=Cc2c(C1=O)c(N)c(cc2S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],-8.212514549,7.738,960.805
C1864,BNXDKTBMUIPKNM-UHFFFAOYSA-L,CC[N+](C1c2ccccc2c2c1cccc2)(CCCCCCCCCC[N+](C1c2ccccc2c2c1cccc2)(CC)CC)CC.[Br-].[Br-],-8.198091315,5.3684,774.753
C1865,FIERVDLXKNFTPK-UHFFFAOYSA-N,CC(Nc1ccnc2c1ccc(c2)Cl)CN1CCN(CC1)CC(Nc1ccnc2c1ccc(c2)Cl)C,-8.19387684,6.0302,523.5
C30,FMMWHPNWAFZXNH-UHFFFAOYSA-N,c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3,-8.1899996,5.7372,252.309
C1866,BRZHTUISXPQTLF-QYEGGRDRSA-N,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C[C@H]([C@@]2([C@]1(C)CC[C@@H](C2)OC(=O)CCC(=O)O)O)OC(=O)C)C)C,-8.180970934,6.5408,562.778
C31,ZXQYGBMAQZUVMI-XYRWEVSHSA-N,N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H]1[C@H](C1(C)C)/C=C(/C(F)(F)F)\Cl,-8.1800003,6.54398,449.85
C1867,MRLUSTSQCUMQPV-UHFFFAOYSA-N,N(CC1CCC(CC1)CNCCC1CCCCC1)CCC1CCCCC1.Cl.Cl,-8.178152151,8.2986,435.557
C1868,MKUZQGZKPPDJFJ-UHFFFAOYSA-N,C1CCCCCC(C1)NCC1CCC(CC1)CNC1CCCCCCC1.Cl.Cl,-8.178152151,8.5836,435.557
C32,CBFCDTFDPHXCNY-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC,-8.1700001,8.048,282.547
C1869,QFLRLGOOCOLLPE-UHFFFAOYSA-L,C[N+](C1c2ccccc2c2c1cccc2)(CCCCCCCCCC[N+](C1c2ccccc2c2c1cccc2)(C)C)C.[Br-].[Br-],-8.165443184,3.808,718.646
C1870,UDKVBVICMUEIKS-UHFFFAOYSA-N,CCN(CCCC(Nc1c2cc(OC)ccc2nc2c1ccc(c2)Cl)C)CC.Cl.Cl,-8.15755413,7.6494,472.879
C1871,BLABUAQFKZONEO-UHFFFAOYSA-N,CC(CC(C)(C)C)(NCC1CCC(CC1)CNC(CC(C)(C)C)(C)C)C.Cl.Cl,-8.144741192,8.7874,439.589
C1872,HWYDUXWJTPHYRD-UHFFFAOYSA-N,Clc1ccc(cc1)c1nc2c(o1)ccc(c2)C(c1n[nH]nn1)C,-8.14367658,3.8131,325.752
C1873,AHPSBPRPKMMFHX-UHFFFAOYSA-N,C1CCC(CC1)CCNCC1CCC(=CC1)CNCCC1CCCCC1.CC(=O)O.CC(=O)O,-8.135362184,6.7965,480.723
C1874,UONFEYAYBJCNHL-CAOOACKPSA-N,Clc1ccc2c(c1)/C(=C/CCN1CCCCC1)/c1c(S2)cccc1,-8.133055994,6.0502,355.924
C1875,JGWRCGHPVAOURY-UHFFFAOYSA-N,CCCCCCCCC=C([NH2+]Cc1ccccc1Cl)[NH2+]Cc1ccccc1Cl.[Cl-].[Cl-],-8.118242683,-0.5796,492.352
C1876,GBRBCGCLXXISRC-MPQAZLLSSA-N,Clc1ccccc1/C=N/CC1CCC(CC1)C/N=C/c1ccccc1Cl.Cl.Cl,-8.107912568,7.9418,460.267
C1877,CNCOQPXJERKGEX-UHFFFAOYSA-N,CC[NH+](CCOC(=O)C(c1ccc2c(c1)cccc2)c1ccc2c(c1)cccc2)CC.[Cl-],-8.101052559,1.5968,447.996
C1878,JBCLGHRMQCEPFM-UHFFFAOYSA-N,CCOC(=O)c1c[nH]c2c(c1=O)cc(c(c2)OCC1CC1)OCC1CC1,-8.094372969,3.2824,357.4
C1879,KFKRXESVMDBTNQ-AMPAVEGJSA-N,OC(=O)CCC1=C(C)/C/2=C/c3[nH]c(c(c3C)C(O)C)/C=c/3\[nH]/c(=C\C4=N/C(=C\C1=N2)/C(=C4C)CCC(=O)O)/c(C(O)C)c3C,-8.082604066,3.0569,598.689
C1880,NAMVGYMNDWZPDQ-UHFFFAOYSA-N,O=C1N(c2ccccc2)N(C(=O)C1C1(C2C(=O)N(N(C2=O)c2ccccc2)c2ccccc2)C(=O)N(N(C1=O)c1ccccc1)c1ccccc1)c1ccccc1,-8.063091116,6.5802,752.772
C33,WDECIBYCCFPHNR-UHFFFAOYSA-N,c1ccc2c(c1)c1ccc3c(c1cc2)cccc3,-8.0600004,5.1462,228.288
C1881,FBTUMDXHSRTGRV-WKBHQTPHSA-N,COc1cccc2c1C(=O)c1c(O)c3[C@@H](O[C@H]4C[C@H](N)[C@@H]([C@@H](O4)C)O)C[C@](Cc3c(c1C2=O)O)(O)/C(=N\NC(=O)c1ccccc1)/C,-8.04292561,3.337,645.656
C1882,PRMOCPYCVSHNMG-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccccc1C(C)C)CCBr,-8.040945873,5.6254,469.21
C34,HAPOJKSPCGLOOD-UHFFFAOYSA-N,c1ccc2c(c1)c1cc3ccccc3cc1C2,-8.04,4.411,216.277
C1883,LPGWZGMPDKDHEP-HLTPFJCJSA-N,CC[C@@]12CN3CCc4c([C@@](C[C@@H]([C@H]2O1)C3)(C(=O)OC)c1cc2c(cc1OC)N([C@@H]1[C@@]32CCN2[C@H]3[C@@](CC)(C=CC2)[C@H]([C@]1(O)C(=O)OC)OC(=O)C)C)[nH]c1c4cccc1,-8.029412242,3.9481,808.958
C1884,DFAXIWKIBAGXSH-UHFFFAOYSA-N,COc1ccc(cc1)CCCC[NH2+]CCSSCC[NH2+]CCCCc1ccc(cc1)OC.[Cl-].[Cl-],-8.021587696,-2.4344,549.66
C35,KAATUXNTWXVJKI-HBFSDRIKSA-N,N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H]1[C@H](C1(C)C)C=C(Cl)Cl,-8.0200005,6.17798,416.297
C1885,CZCHIEJNWPNBDE-UHFFFAOYSA-N,CCc1oc2c(c1C(=O)c1cc(I)c(c(c1)I)O)cccc2,-8.019623727,5.141,518.084
C1886,OXLHOZMVPXHJLA-UHFFFAOYSA-N,N#CC(c1cccc2c1cccc2)(C(C)C)CC[NH+](CC=C(C)C)CC=C(C)C.[Cl-],-8.012497131,2.46858,425.049
C36,BTAGRXWGMYTPBY-UHFFFAOYSA-N,Clc1c(ccc(c1Cl)Cl)c1ccc(c(c1Cl)Cl)Cl,-8.0100002,7.274,360.878
C37,KHNYNFUTFKJLDD-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2c2cccc3c2c1ccc3,-8,5.6404,252.309
C38,INISTDXBRIBGOC-BJKOFHAPSA-N,N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H](C(C)C)Nc1ccc(cc1Cl)C(F)(F)F,-8,7.46868,502.913
C1887,GBABOYUKABKIAF-IELIFDKJSA-N,CCC1=C[C@@H]2CN(C1)Cc1c3ccccc3[nH]c1[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N([C@@H]1[C@@]32CCN2[C@H]3[C@@](CC)(C=CC2)[C@H]([C@]1(O)C(=O)OC)OC(=O)C)C,-7.968782462,4.6944,778.932
C39,BGHCVCJVXZWKCC-UHFFFAOYSA-N,CCCCCCCCCCCCCC,-7.96,5.7074,198.388
C1888,ZTYGXAJTOOFVGB-UHFFFAOYSA-N,CC[NH+](CCCCCCCCCCCC1(c2ccccc2)C(=O)Oc2c1cccc2)CC.[Cl-],-7.946501933,2.7214,472.102
C1889,ZTACEXAAXMFRGD-UHFFFAOYSA-N,Cc1ccccc1CN1CCN(CC1)CCOC(c1ccccc1Cl)c1ccccc1.Cl.Cl,-7.945376259,7.052,507.923
C40,PPQNQXQZIWHJRB-UHFFFAOYSA-N,Cc1ccc2c3c1CCc3c1c(c2)c2ccccc2cc1,-7.9200001,5.5532,268.352
C41,GGMPTLAAIUQMIE-UHFFFAOYSA-N,Clc1c(c2ccccc2)c(Cl)c(c(c1Cl)Cl)Cl,-7.9200001,6.6206,326.433
C42,KQBFUDNJKCZEDQ-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl,-7.9200001,7.9274,395.323
C43,HVVINGXJHBOTJQ-UHFFFAOYSA-N,Cc1ccc2c(c1)ccc1c2cc2cccc3c2c1CC3,-7.9200001,5.5532,268.352
C44,DJEUXBQAKBLKPO-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,-7.9200001,7.9274,395.323
C45,OPKYDBFRKPQCBS-UHFFFAOYSA-N,Clc1ccc(c(c1)c1ccc(c(c1Cl)Cl)Cl)Cl,-7.9099998,6.6206,326.433
C1890,WLCFKPHMRNPAFZ-UHFFFAOYSA-M,CCCCCCCCCCCC[N+](CCCCCCCCCCCC)(C)C.[Cl-],-7.903704189,5.9086,418.183
C1891,VRNDXFKUQLCBRG-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OCCCN1CCCCC1C,-7.903584094,6.4331,367.609
C1892,UJFIOYBFWBTUIG-UHFFFAOYSA-N,FC(c1ccccc1C[NH2+]CC12CCC(CC1)(CC2)C[NH2+]Cc1ccccc1C(F)(F)F)(F)F.[Cl-].[Cl-],-7.901725612,-1.1002,557.442
C1893,WPRUOIPXURAXBE-UHFFFAOYSA-N,CN(CCC=C1c2cc(Br)ccc2Sc2c1cc(Br)cc2)C.Cl,-7.901328682,6.8616,475.668
C1894,AFCKBLSDCKJRLH-UHFFFAOYSA-N,Brc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1Br.Cl.Cl,-7.899652518,8.2832,553.201
C1895,OYTINQKRJLYRPF-UHFFFAOYSA-N,Brc1ccc(cc1)CNCC1CCC(CC1)CNCc1ccc(cc1)Br.Cl.Cl,-7.899652518,8.2832,553.201
C1896,MMYHZEDBTMXYAF-UHFFFAOYSA-N,Brc1cc(Br)c(c(c1)c1cc(Br)cc(c1O)Br)OP(=O)(O)O,-7.895697951,5.5807,581.771
C1897,GGGATFRVOBEKQO-UHFFFAOYSA-N,Brc1cc(O)c(c(c1)Br)c1c(Br)cc(cc1OP(=O)(O)O)Br,-7.89552185,5.5807,581.771
C1898,DTCVSBBTVQOZPW-DCXSSQDFSA-N,CCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCC)CCCC.[Cl-],-7.894071769,1.9329,390.99
C46,LAHWLEDBADHJGA-UHFFFAOYSA-N,Clc1ccc(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,-7.8899999,6.6206,326.433
C1899,VRRFWYJFMGDZAJ-UHFFFAOYSA-N,C[NH+](CCOC(C1c2ccccc2c2c1cccc2)C1c2ccccc2c2c1cccc2)C.[Cl-],-7.884950343,2.1451,468.029
C1900,BJGSKLLZKPRQPU-UHFFFAOYSA-N,CCN(CCN1c2ccccc2Sc2c1cc(cc2)C(C)(C)C)CC.Cl,-7.874521815,6.7956,391.013
C1901,KDQYKOUUVSPPPI-UHFFFAOYSA-N,CCC(c1ccc2c(c1)N(CCCN(C)C)c1c(S2)cccc1)(C)C.Cl,-7.874521815,6.7956,391.013
C47,GBROPGWFBFCKAG-UHFFFAOYSA-N,c1ccc2c(c1)c1ccc3c(c1cc2)ccc1c3cccc1,-7.8699999,6.2994,278.347
C1902,LALCYSXRFOWHLO-UHFFFAOYSA-N,FC(c1ccccc1CNCC1CCC(CC1)CNCc1ccccc1C(F)(F)F)(F)F.Cl.Cl,-7.868095608,8.7958,531.405
C1903,VOCBWIIFXDYGNZ-IXKNJLPQSA-N,CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-7.867914368,6.4005,400.594
C1904,YMSBKLBNDJAACW-UHFFFAOYSA-N,FC(c1ccc2c(c1)N(CCCNCCN1CCOCC1)c1c(S2)cccc1)(F)F.Cl,-7.866203051,5.8158,473.982
C48,KVFJBIQWENJTDM-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2cc2cccc3c2c1CC3,-7.8499999,5.2448,254.325
C1905,FNCVZYRPXOZNSM-UHFFFAOYSA-N,O=C(c1ccccc1)Nc1ccc(c2c1C(=O)c1ccccc1C2=O)Cl,-7.843278409,4.4407,361.778
C1906,MBHNWCYEGXQEIT-UHFFFAOYSA-N,OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F.Cl.Cl,-7.829998608,5.8529,510.443
C1907,ICKMASVVMCGZLR-UHFFFAOYSA-N,CC(=O)Oc1c(I)cc(cc1C(=O)Nc1ccc(cc1)Cl)I,-7.824530476,4.7998,541.507
C1908,XRCJOMAARACHTL-UHFFFAOYSA-N,CCCCCCCC(C(=O)OCC)CCCCCCC,-7.821600569,5.8867,284.477
C49,LCXMEXLGMKFLQO-UHFFFAOYSA-N,Clc1ccc(cc1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,-7.8200002,7.274,360.878
